,suhu udara,kelembaban udara,suhu tanah,kelembaban tanah,cahaya,arus solar,arus aki,tegangan solar,tegangan aki,status
46888,30.38,60,36.44,127,45532,0.421,0.009,12.174,11.051,cerah kering
46889,32.37,52,35.72,193,51818,0.393,0.005,12.448,11.705,cerah kering
46890,31.55,52,35.0,184,47765,0.443,0.009,11.674,11.775,cerah kering
46891,30.87,50,36.26,178,59485,0.439,0.005,12.292,10.548,cerah kering
46892,32.15,53,36.86,172,60462,0.41,0.008,12.052,11.005,cerah kering
46893,30.43,54,37.25,147,54888,0.392,0.007,12.472,11.623,cerah kering
46894,30.62,55,36.53,184,58563,0.405,0.007,11.427,10.601,cerah kering
46895,31.82,60,34.56,156,54446,0.389,0.008,11.505,10.786,cerah kering
46896,30.32,59,37.14,121,46216,0.398,0.004,11.933,11.406,cerah kering
46897,31.32,57,37.18,120,55700,0.483,0.01,12.514,11.551,cerah kering
46898,32.16,57,36.61,151,51164,0.436,0.01,12.246,11.081,cerah kering
46899,30.97,50,33.45,146,58004,0.418,0.009,12.768,10.895,cerah kering
46900,30.3,57,35.77,151,49430,0.473,0.009,11.919,11.209,cerah kering
46901,31.58,59,33.07,136,62200,0.413,0.007,11.542,11.758,cerah kering
46902,32.12,60,36.38,142,58617,0.466,0.004,11.436,11.591,cerah kering
46903,31.45,51,36.84,138,46089,0.402,0.005,12.153,10.248,cerah kering
46904,31.87,56,37.43,121,62220,0.404,0.007,12.679,11.561,cerah kering
46905,31.75,50,34.81,185,57126,0.479,0.007,12.59,11.029,cerah kering
46906,31.64,53,36.22,181,47912,0.472,0.009,12.706,11.171,cerah kering
46907,31.26,51,34.2,171,61540,0.476,0.005,11.42,10.582,cerah kering
46908,32.25,53,34.73,188,50861,0.447,0.008,12.225,10.896,cerah kering
46909,31.45,54,35.46,179,60748,0.445,0.004,12.617,10.468,cerah kering
46910,31.33,54,36.55,122,59020,0.427,0.006,12.306,10.704,cerah kering
46911,31.1,53,34.12,183,58691,0.409,0.009,12.682,11.008,cerah kering
46912,31.63,60,34.99,133,56427,0.4,0.004,11.968,11.083,cerah kering
46913,31.54,55,37.18,113,56658,0.429,0.006,11.61,10.781,cerah kering
46914,31.41,55,36.31,130,54445,0.435,0.01,11.945,11.197,cerah kering
46915,31.06,52,36.78,135,48050,0.404,0.01,11.492,10.766,cerah kering
46916,30.56,53,35.61,120,54179,0.405,0.009,12.708,10.893,cerah kering
46917,31.96,52,35.54,161,50329,0.451,0.008,11.705,11.764,cerah kering
46918,31.63,56,37.22,142,48670,0.425,0.009,11.295,10.589,cerah kering
46919,32.2,53,35.58,149,58878,0.46,0.01,11.468,10.671,cerah kering
46920,31.78,55,35.73,131,54890,0.428,0.01,12.112,10.335,cerah kering
46921,31.74,60,35.74,151,46285,0.48,0.007,11.42,10.749,cerah kering
46922,30.52,57,34.81,150,60201,0.421,0.008,11.385,10.715,cerah kering
46923,31.5,52,37.37,111,50981,0.407,0.007,12.374,10.602,cerah kering
46924,32.16,52,34.27,116,61241,0.431,0.01,12.064,10.301,cerah kering
46925,30.34,56,34.12,112,56426,0.453,0.01,12.111,11.273,cerah kering
46926,32.41,51,37.19,187,57168,0.493,0.009,11.875,10.553,cerah kering
46927,32.23,60,36.12,113,55468,0.4,0.009,11.8,10.984,cerah kering
46928,31.19,59,33.36,114,54776,0.412,0.006,12.117,11.237,cerah kering
46929,31.83,50,36.87,177,50111,0.446,0.008,12.73,10.662,cerah kering
46930,32.14,55,36.73,158,59702,0.42,0.01,11.621,11.681,cerah kering
46931,31.49,54,35.63,148,57367,0.424,0.01,11.981,10.863,cerah kering
46932,31.25,56,34.97,138,52360,0.41,0.005,11.481,10.919,cerah kering
46933,31.81,58,36.71,116,48163,0.439,0.008,12.72,10.521,cerah kering
46934,31.55,56,33.81,127,49462,0.436,0.01,12.782,11.43,cerah kering
46935,30.2,56,35.37,153,54815,0.431,0.007,12.072,11.572,cerah kering
46936,31.98,56,34.72,127,54921,0.435,0.005,12.414,11.576,cerah kering
46937,30.94,50,33.3,136,47737,0.389,0.009,11.96,10.311,cerah kering
46938,31.78,51,33.28,122,53081,0.409,0.007,12.661,10.992,cerah kering
46939,30.56,59,34.85,152,53178,0.403,0.007,12.431,10.267,cerah kering
46940,30.67,57,36.47,156,46234,0.487,0.006,12.282,10.376,cerah kering
46941,31.88,60,34.83,158,57817,0.408,0.007,12.156,10.952,cerah kering
46942,32.12,53,34.48,167,59635,0.401,0.009,12.636,11.762,cerah kering
46943,31.19,58,35.95,141,61216,0.448,0.005,12.359,10.566,cerah kering
46944,31.27,55,36.66,163,53476,0.491,0.005,12.639,11.373,cerah kering
46945,32.03,53,35.58,139,48045,0.391,0.009,11.404,11.464,cerah kering
46946,30.9,57,36.14,178,60399,0.463,0.007,11.9,11.293,cerah kering
46947,31.42,55,37.21,168,47619,0.46,0.005,11.901,10.725,cerah kering
46948,31.07,58,35.93,175,55790,0.404,0.006,11.587,11.599,cerah kering
46949,31.54,58,33.26,111,59473,0.431,0.009,11.584,11.594,cerah kering
46950,32.06,54,34.86,114,57017,0.411,0.006,12.787,11.343,cerah kering
46951,32.07,55,35.59,119,58908,0.454,0.009,12.076,11.129,cerah kering
46952,31.18,58,34.12,146,46021,0.441,0.004,12.647,10.902,cerah kering
46953,31.66,50,36.14,185,50604,0.448,0.008,11.564,10.207,cerah kering
46954,30.31,54,35.62,126,54881,0.478,0.006,12.277,11.605,cerah kering
46955,30.39,51,36.95,137,59195,0.424,0.005,12.138,11.764,cerah kering
46956,31.9,50,37.5,144,58326,0.481,0.007,12.238,11.103,cerah kering
46957,30.53,57,33.18,142,46790,0.425,0.01,11.528,10.339,cerah kering
46958,31.86,59,35.99,133,57130,0.464,0.005,11.481,11.644,cerah kering
46959,31.71,54,34.13,115,47201,0.394,0.004,11.935,11.708,cerah kering
46960,31.28,54,35.59,156,54760,0.475,0.007,12.128,11.605,cerah kering
46961,31.23,54,34.75,167,61099,0.401,0.01,11.996,11.193,cerah kering
46962,31.54,59,33.81,136,59529,0.43,0.009,12.297,10.96,cerah kering
46963,30.72,52,36.37,184,52257,0.45,0.006,12.115,11.617,cerah kering
46964,32.38,58,33.31,166,56156,0.415,0.008,11.858,11.323,cerah kering
46965,30.46,52,36.37,191,45579,0.443,0.009,12.522,10.916,cerah kering
46966,30.45,58,33.82,186,59226,0.453,0.008,11.394,10.47,cerah kering
46967,30.25,53,33.85,145,55746,0.451,0.01,11.395,10.186,cerah kering
46968,31.37,51,34.17,164,61124,0.451,0.008,11.71,11.399,cerah kering
46969,32.11,51,36.34,136,60613,0.412,0.01,11.81,10.345,cerah kering
46970,31.96,50,37.29,193,47714,0.455,0.005,12.694,11.226,cerah kering
46971,31.29,58,35.59,129,55224,0.485,0.008,12.406,11.629,cerah kering
46972,30.78,53,35.36,137,49781,0.411,0.008,11.876,10.864,cerah kering
46973,30.9,56,36.29,135,49765,0.394,0.01,11.766,10.345,cerah kering
46974,30.48,52,35.54,124,60377,0.451,0.005,12.586,10.365,cerah kering
46975,31.86,59,33.15,115,60031,0.473,0.01,12.723,10.682,cerah kering
46976,30.41,50,33.96,171,60612,0.448,0.005,11.94,11.051,cerah kering
46977,31.33,60,35.22,188,45462,0.49,0.009,11.745,10.69,cerah kering
46978,32.46,56,36.31,183,58414,0.395,0.005,12.105,11.579,cerah kering
46979,32.05,55,34.4,180,52476,0.408,0.007,11.821,11.714,cerah kering
46980,30.71,51,36.55,156,50494,0.397,0.01,11.559,11.418,cerah kering
46981,31.71,54,34.0,182,57075,0.434,0.005,11.74,11.024,cerah kering
46982,31.81,57,33.77,122,52764,0.473,0.008,11.576,10.35,cerah kering
46983,30.52,51,35.4,158,51155,0.444,0.009,11.441,10.863,cerah kering
46984,30.71,60,36.43,159,53003,0.43,0.009,12.154,11.459,cerah kering
46985,30.44,50,35.44,164,45404,0.405,0.005,11.776,11.512,cerah kering
46986,32.25,56,34.56,178,53106,0.441,0.009,11.837,11.065,cerah kering
46987,31.57,54,36.76,127,45613,0.479,0.007,12.144,11.46,cerah kering
46988,31.98,51,37.3,137,56197,0.426,0.005,12.18,11.744,cerah kering
46989,30.21,54,35.56,122,58581,0.437,0.005,12.619,10.305,cerah kering
46990,30.63,58,35.71,108,46752,0.473,0.006,11.593,10.716,cerah kering
46991,30.79,50,35.74,110,54364,0.468,0.009,12.613,11.38,cerah kering
46992,31.84,53,33.44,116,46576,0.423,0.006,12.321,10.327,cerah kering
46993,30.35,52,36.02,168,62164,0.437,0.009,12.519,11.204,cerah kering
46994,30.35,59,33.74,158,56890,0.427,0.006,11.902,11.784,cerah kering
46995,32.06,52,35.33,153,49208,0.414,0.005,11.795,10.942,cerah kering
46996,31.92,53,36.11,171,50557,0.422,0.004,11.66,10.538,cerah kering
46997,30.54,56,34.21,155,55995,0.451,0.007,12.489,11.52,cerah kering
46998,32.23,60,34.92,178,61067,0.408,0.007,12.26,10.54,cerah kering
46999,30.47,57,33.06,105,58645,0.469,0.009,11.969,11.229,cerah kering
47000,30.43,60,33.01,112,57302,0.473,0.006,11.99,10.661,cerah kering
47001,30.67,54,33.84,125,52212,0.392,0.008,11.573,11.707,cerah kering
47002,30.27,58,33.06,189,58394,0.484,0.008,11.945,10.509,cerah kering
47003,31.33,60,34.42,113,53330,0.44,0.008,12.656,11.096,cerah kering
47004,31.58,52,37.05,129,46309,0.39,0.009,12.335,10.518,cerah kering
47005,31.46,59,36.19,121,59168,0.405,0.005,11.341,11.464,cerah kering
47006,32.13,59,35.4,164,58108,0.47,0.004,11.606,10.647,cerah kering
47007,31.34,54,34.79,157,52970,0.483,0.005,12.653,10.231,cerah kering
47008,30.64,57,36.19,110,49149,0.418,0.009,12.501,10.251,cerah kering
47009,30.73,57,35.64,137,48221,0.445,0.007,11.777,11.581,cerah kering
47010,31.27,57,34.42,190,49523,0.449,0.007,11.43,10.906,cerah kering
47011,31.87,60,36.53,133,50814,0.478,0.008,11.376,11.089,cerah kering
47012,31.05,52,35.86,136,55276,0.409,0.01,11.676,10.839,cerah kering
47013,32.07,50,33.41,150,56439,0.393,0.005,11.285,10.538,cerah kering
47014,30.44,60,34.23,192,50871,0.392,0.01,11.359,10.388,cerah kering
47015,30.29,55,33.78,117,60429,0.458,0.007,12.128,11.213,cerah kering
47016,31.31,55,33.24,135,50938,0.392,0.009,12.398,11.121,cerah kering
47017,32.07,54,37.29,117,49929,0.396,0.006,11.346,11.353,cerah kering
47018,31.84,51,34.85,172,60168,0.402,0.007,11.958,10.513,cerah kering
47019,32.39,56,35.71,129,51814,0.392,0.009,11.6,10.656,cerah kering
47020,32.07,57,34.33,136,50339,0.432,0.004,11.279,11.77,cerah kering
47021,32.09,59,37.28,142,49457,0.392,0.008,11.929,10.302,cerah kering
47022,30.32,50,33.11,174,52598,0.428,0.004,11.559,10.983,cerah kering
47023,30.62,59,34.28,172,50135,0.418,0.005,11.836,10.409,cerah kering
47024,31.75,59,34.96,188,59573,0.443,0.009,11.969,10.745,cerah kering
47025,31.94,60,35.89,111,62212,0.462,0.01,11.659,11.09,cerah kering
47026,32.06,53,36.94,168,47519,0.443,0.007,11.364,10.434,cerah kering
47027,30.85,55,33.62,151,48277,0.465,0.008,11.837,10.231,cerah kering
47028,30.62,55,37.48,130,53962,0.446,0.008,11.97,11.771,cerah kering
47029,30.77,53,36.26,158,54889,0.412,0.008,12.496,10.524,cerah kering
47030,32.24,53,37.36,190,49028,0.418,0.009,12.513,10.816,cerah kering
47031,31.62,59,35.59,117,46559,0.466,0.009,11.851,10.438,cerah kering
47032,31.74,59,36.6,161,55453,0.404,0.007,12.536,11.269,cerah kering
47033,30.5,50,35.81,146,61973,0.391,0.006,11.411,10.196,cerah kering
47034,31.46,55,34.69,123,58083,0.391,0.004,12.102,10.786,cerah kering
47035,30.98,55,33.62,182,60864,0.456,0.008,11.423,10.195,cerah kering
47036,30.27,51,34.6,131,52267,0.435,0.009,12.062,11.663,cerah kering
47037,31.37,59,35.27,121,52876,0.447,0.009,12.063,10.444,cerah kering
47038,31.09,59,36.4,134,56847,0.481,0.005,12.468,10.207,cerah kering
47039,32.33,51,34.24,125,47381,0.401,0.01,11.791,11.428,cerah kering
47040,30.29,57,36.17,187,59714,0.451,0.004,12.224,11.209,cerah kering
47041,31.24,52,34.1,185,52559,0.39,0.006,11.768,11.739,cerah kering
47042,32.49,55,37.48,176,51606,0.407,0.007,11.649,10.904,cerah kering
47043,31.72,55,34.3,184,51488,0.485,0.009,11.291,11.591,cerah kering
47044,31.66,54,34.65,123,58853,0.478,0.009,11.444,11.75,cerah kering
47045,30.4,57,33.36,123,56692,0.426,0.009,11.534,11.166,cerah kering
47046,30.52,52,36.94,158,59412,0.458,0.007,12.4,10.185,cerah kering
47047,30.75,57,34.56,122,45217,0.416,0.01,12.37,10.231,cerah kering
47048,31.73,57,34.69,118,56368,0.487,0.005,12.597,11.524,cerah kering
47049,30.58,51,36.14,177,62195,0.453,0.006,11.376,10.397,cerah kering
47050,32.48,52,36.77,142,55525,0.472,0.004,12.468,10.598,cerah kering
47051,30.32,55,36.42,173,52663,0.438,0.004,12.343,11.538,cerah kering
47052,31.31,54,37.25,150,48878,0.44,0.004,12.557,10.808,cerah kering
47053,31.51,56,34.65,189,61156,0.406,0.01,12.126,10.536,cerah kering
47054,31.39,56,33.53,109,46169,0.43,0.007,11.29,10.354,cerah kering
47055,31.78,51,36.31,144,45983,0.459,0.009,12.78,10.775,cerah kering
47056,32.27,53,35.85,118,48624,0.42,0.01,12.662,10.374,cerah kering
47057,31.95,55,35.98,106,53298,0.446,0.01,11.969,11.654,cerah kering
47058,30.31,53,35.88,130,50862,0.436,0.005,12.385,10.583,cerah kering
47059,32.41,58,36.01,115,59869,0.469,0.006,11.483,10.571,cerah kering
47060,31.13,59,33.19,163,58536,0.477,0.004,12.441,11.388,cerah kering
47061,31.41,53,34.65,168,52486,0.491,0.005,12.381,11.619,cerah kering
47062,31.51,56,33.63,122,54909,0.46,0.009,12.218,10.635,cerah kering
47063,30.87,60,35.63,162,54162,0.462,0.006,11.831,10.348,cerah kering
47064,31.29,56,33.38,122,59254,0.424,0.005,12.053,10.42,cerah kering
47065,30.43,55,36.56,152,52273,0.424,0.009,12.433,11.248,cerah kering
47066,31.3,54,36.07,167,58942,0.488,0.009,11.593,10.997,cerah kering
47067,30.28,58,34.43,115,49428,0.396,0.008,12.405,10.853,cerah kering
47068,30.59,50,35.71,155,52548,0.492,0.009,11.645,10.563,cerah kering
47069,31.77,58,36.81,107,48171,0.43,0.005,12.685,10.74,cerah kering
47070,31.9,54,34.05,186,45244,0.393,0.007,12.11,10.57,cerah kering
47071,31.82,57,34.7,112,56888,0.48,0.004,12.445,10.873,cerah kering
47072,31.48,56,35.72,123,47888,0.398,0.007,12.015,10.7,cerah kering
47073,31.88,53,34.38,175,55974,0.472,0.004,12.516,11.523,cerah kering
47074,32.37,60,37.49,135,59181,0.425,0.006,12.177,10.319,cerah kering
47075,31.49,58,33.52,146,61207,0.466,0.004,11.531,11.699,cerah kering
47076,30.67,58,35.54,144,50151,0.438,0.006,11.959,11.659,cerah kering
47077,31.78,60,36.19,150,50304,0.402,0.009,11.621,11.034,cerah kering
47078,30.92,58,33.85,151,46187,0.393,0.005,11.517,11.13,cerah kering
47079,31.7,51,33.34,155,56450,0.493,0.009,12.447,10.979,cerah kering
47080,31.57,58,36.65,188,57131,0.435,0.004,11.798,11.296,cerah kering
47081,32.18,53,35.39,195,57813,0.467,0.006,11.633,11.295,cerah kering
47082,32.25,60,36.35,156,57525,0.462,0.006,11.861,11.551,cerah kering
47083,30.55,55,33.85,183,61522,0.41,0.01,11.489,11.034,cerah kering
47084,32.39,50,35.46,152,51834,0.429,0.005,11.972,11.677,cerah kering
47085,32.33,59,35.7,192,56409,0.419,0.006,11.799,11.309,cerah kering
47086,31.04,57,33.27,178,52545,0.402,0.005,11.863,10.935,cerah kering
47087,31.7,54,36.91,139,50206,0.409,0.007,11.991,10.828,cerah kering
47088,30.99,57,33.44,133,45415,0.432,0.01,11.492,10.836,cerah kering
47089,32.03,50,36.75,109,47626,0.438,0.006,11.305,11.337,cerah kering
47090,31.49,51,35.82,133,59556,0.424,0.008,11.697,11.643,cerah kering
47091,31.74,60,37.27,179,49604,0.466,0.007,11.588,11.523,cerah kering
47092,30.83,57,36.69,157,48607,0.434,0.005,11.935,10.222,cerah kering
47093,31.97,55,37.0,141,47584,0.421,0.007,12.033,11.084,cerah kering
47094,30.6,60,37.37,153,59554,0.389,0.006,11.483,10.744,cerah kering
47095,31.91,52,36.27,168,55221,0.455,0.004,11.95,11.161,cerah kering
47096,31.82,52,36.14,141,62388,0.456,0.008,11.769,10.284,cerah kering
47097,30.97,58,36.31,143,60530,0.466,0.008,12.442,10.879,cerah kering
47098,30.87,60,33.72,107,50940,0.489,0.007,11.91,11.513,cerah kering
47099,32.18,50,33.01,139,60816,0.443,0.008,11.605,10.852,cerah kering
47100,31.54,60,33.6,128,59147,0.493,0.005,11.59,11.118,cerah kering
47101,31.62,52,36.98,117,51408,0.453,0.009,11.317,11.504,cerah kering
47102,30.34,54,36.65,167,56637,0.48,0.004,11.904,11.71,cerah kering
47103,30.56,52,37.05,167,54295,0.477,0.009,11.387,10.811,cerah kering
47104,31.76,54,34.29,119,47828,0.487,0.007,11.291,10.889,cerah kering
47105,32.27,55,34.47,107,46336,0.48,0.004,12.204,11.085,cerah kering
47106,30.89,53,35.63,134,51005,0.411,0.008,12.532,10.902,cerah kering
47107,31.08,59,35.66,156,54598,0.417,0.006,12.216,10.646,cerah kering
47108,31.91,58,33.69,123,62273,0.459,0.01,11.605,11.238,cerah kering
47109,30.26,50,37.11,155,52894,0.425,0.004,11.431,11.362,cerah kering
47110,31.11,58,36.46,187,50386,0.485,0.007,12.213,11.35,cerah kering
47111,30.91,58,36.69,138,47142,0.462,0.008,12.029,10.851,cerah kering
47112,30.96,50,36.02,137,49079,0.474,0.009,12.463,11.109,cerah kering
47113,30.6,50,36.4,190,57338,0.395,0.005,12.693,10.234,cerah kering
47114,30.8,52,35.71,116,53870,0.466,0.008,12.564,10.894,cerah kering
47115,31.24,51,34.42,157,58277,0.428,0.006,11.587,11.483,cerah kering
47116,30.59,50,37.02,182,47346,0.481,0.007,12.537,11.561,cerah kering
47117,31.51,58,35.86,134,52500,0.448,0.009,11.653,10.376,cerah kering
47118,30.61,59,35.96,175,52561,0.468,0.004,11.941,10.19,cerah kering
47119,32.5,57,35.24,182,54106,0.483,0.01,12.066,10.619,cerah kering
47120,31.03,51,36.48,151,54912,0.409,0.004,12.358,10.504,cerah kering
47121,31.16,54,33.24,194,47347,0.437,0.004,12.712,10.375,cerah kering
47122,31.05,55,35.49,194,53971,0.428,0.004,12.003,11.652,cerah kering
47123,31.7,58,37.33,144,52349,0.426,0.007,11.28,11.445,cerah kering
47124,31.17,55,35.39,108,49122,0.452,0.008,12.754,11.709,cerah kering
47125,32.4,52,36.34,137,55311,0.425,0.006,11.473,10.39,cerah kering
47126,30.45,56,34.71,150,47161,0.476,0.005,12.669,10.36,cerah kering
47127,32.43,59,33.23,122,60959,0.435,0.008,12.734,10.519,cerah kering
47128,32.04,55,34.48,176,58886,0.451,0.01,11.44,10.922,cerah kering
47129,32.15,55,33.09,175,60070,0.443,0.007,11.698,10.193,cerah kering
47130,30.52,51,33.05,114,58345,0.401,0.005,11.839,10.848,cerah kering
47131,30.92,51,34.08,113,57997,0.427,0.004,12.511,11.399,cerah kering
47132,30.43,54,36.08,157,46078,0.461,0.006,11.732,11.693,cerah kering
47133,32.02,51,34.57,129,59922,0.471,0.004,11.417,10.689,cerah kering
47134,31.22,60,35.9,108,47361,0.466,0.004,12.693,11.5,cerah kering
47135,31.32,54,33.67,112,61805,0.457,0.008,12.7,11.362,cerah kering
47136,30.45,59,36.8,185,52078,0.493,0.008,11.495,11.698,cerah kering
47137,31.86,57,37.01,124,48425,0.438,0.008,11.55,10.689,cerah kering
47138,31.82,52,34.12,128,58732,0.489,0.004,11.517,11.691,cerah kering
47139,30.61,50,33.07,177,60642,0.398,0.007,11.297,11.303,cerah kering
47140,30.39,54,34.81,167,45806,0.453,0.007,12.424,10.394,cerah kering
47141,31.63,56,35.86,111,49677,0.427,0.009,12.674,11.194,cerah kering
47142,31.25,52,36.06,186,50806,0.456,0.004,11.562,11.43,cerah kering
47143,32.25,54,34.14,140,60211,0.451,0.01,11.414,11.305,cerah kering
47144,30.79,56,36.4,174,57051,0.447,0.007,12.33,10.376,cerah kering
47145,32.43,50,37.21,158,58183,0.457,0.01,12.772,11.28,cerah kering
47146,30.31,52,36.79,152,60043,0.453,0.007,11.457,11.135,cerah kering
47147,31.27,56,37.24,112,49727,0.479,0.008,12.632,11.408,cerah kering
47148,32.28,59,33.0,133,47667,0.447,0.005,11.568,11.11,cerah kering
47149,32.1,50,34.44,106,46585,0.453,0.004,11.987,10.291,cerah kering
47150,31.29,50,35.63,119,55585,0.456,0.008,11.773,11.399,cerah kering
47151,31.03,58,33.29,127,49055,0.424,0.005,11.742,11.079,cerah kering
47152,30.29,51,33.4,159,52583,0.485,0.006,12.548,10.549,cerah kering
47153,32.41,51,36.94,154,51817,0.482,0.01,12.717,10.676,cerah kering
47154,31.58,60,33.95,160,58073,0.416,0.005,12.137,11.3,cerah kering
47155,30.88,50,36.68,172,47876,0.467,0.004,12.495,10.748,cerah kering
47156,31.84,54,33.46,185,56173,0.49,0.007,11.296,11.506,cerah kering
47157,31.74,59,33.18,195,52460,0.427,0.005,11.492,11.181,cerah kering
47158,31.11,52,36.84,144,60811,0.475,0.01,12.16,11.353,cerah kering
47159,31.11,54,35.11,187,59490,0.413,0.004,12.369,11.29,cerah kering
47160,30.91,54,37.37,124,48106,0.422,0.007,11.87,11.514,cerah kering
47161,32.29,55,33.03,114,62291,0.426,0.009,11.488,10.82,cerah kering
47162,30.35,59,35.81,131,55873,0.463,0.008,11.59,11.459,cerah kering
47163,32.4,52,35.23,108,58541,0.41,0.008,11.303,11.691,cerah kering
47164,31.39,50,37.4,146,53978,0.407,0.008,11.799,10.469,cerah kering
47165,30.38,58,37.0,161,57892,0.452,0.006,11.551,10.938,cerah kering
47166,30.82,57,35.69,179,57189,0.468,0.005,12.344,10.914,cerah kering
47167,31.21,57,34.94,118,55522,0.439,0.008,11.392,11.525,cerah kering
47168,32.19,52,33.77,149,45377,0.467,0.01,12.519,10.242,cerah kering
47169,31.1,58,35.6,167,54593,0.393,0.005,12.107,10.321,cerah kering
47170,30.9,55,34.31,169,55818,0.49,0.006,11.747,11.589,cerah kering
47171,30.3,60,36.05,115,50169,0.437,0.009,12.366,11.719,cerah kering
47172,31.77,56,34.82,155,59711,0.474,0.007,12.102,10.594,cerah kering
47173,30.95,50,33.05,190,55362,0.46,0.006,12.556,10.916,cerah kering
47174,31.65,60,34.82,171,58842,0.475,0.005,12.148,10.644,cerah kering
47175,30.51,59,36.95,161,51228,0.426,0.005,11.713,10.633,cerah kering
47176,31.06,50,37.31,135,55726,0.462,0.006,11.3,11.052,cerah kering
47177,32.38,54,33.7,177,52372,0.451,0.005,12.495,11.391,cerah kering
47178,32.34,59,37.49,150,46862,0.405,0.005,11.499,11.132,cerah kering
47179,30.82,60,34.39,150,57404,0.454,0.008,12.771,10.706,cerah kering
47180,30.56,59,37.38,105,45197,0.46,0.006,11.758,11.567,cerah kering
47181,32.47,59,36.34,120,55202,0.455,0.007,12.346,11.345,cerah kering
47182,31.85,53,36.89,109,50429,0.444,0.004,12.601,10.883,cerah kering
47183,32.28,51,35.11,147,62217,0.439,0.004,12.75,11.302,cerah kering
47184,30.45,57,35.74,158,56251,0.482,0.009,11.945,10.648,cerah kering
47185,31.57,52,34.3,150,48696,0.434,0.005,12.545,11.066,cerah kering
47186,31.75,54,37.36,159,48569,0.485,0.009,11.972,10.293,cerah kering
47187,30.5,58,36.01,129,58729,0.391,0.005,11.757,11.636,cerah kering
47188,32.08,53,36.07,146,58396,0.482,0.006,12.008,10.269,cerah kering
47189,31.89,52,36.16,155,61367,0.46,0.008,11.492,10.886,cerah kering
47190,31.08,59,35.82,184,60433,0.472,0.005,12.38,10.69,cerah kering
47191,30.71,59,36.05,158,56085,0.406,0.007,12.503,11.469,cerah kering
47192,31.58,52,36.26,178,59811,0.486,0.009,12.716,11.675,cerah kering
47193,30.55,54,35.7,119,55650,0.492,0.008,12.447,11.325,cerah kering
47194,32.25,53,37.19,123,54860,0.431,0.006,12.694,11.469,cerah kering
47195,30.62,59,35.74,150,45203,0.481,0.009,11.471,10.224,cerah kering
47196,32.37,54,35.82,107,46382,0.487,0.008,11.581,11.503,cerah kering
47197,31.52,52,33.49,148,51165,0.453,0.004,12.64,11.519,cerah kering
47198,30.76,55,34.95,170,54339,0.394,0.006,11.281,10.65,cerah kering
47199,31.25,54,37.15,105,53868,0.395,0.009,12.142,11.125,cerah kering
47200,31.0,52,37.14,132,57378,0.453,0.008,11.48,11.531,cerah kering
47201,30.43,56,36.23,174,47221,0.456,0.004,11.289,11.605,cerah kering
47202,30.2,50,35.2,153,61880,0.411,0.01,11.467,11.117,cerah kering
47203,30.2,54,33.95,163,62272,0.411,0.006,11.811,11.106,cerah kering
47204,31.73,59,33.85,158,46548,0.407,0.01,11.622,10.577,cerah kering
47205,32.17,55,33.07,175,57461,0.473,0.01,11.609,11.363,cerah kering
47206,31.19,52,34.44,161,56146,0.429,0.01,12.433,11.448,cerah kering
47207,30.46,52,33.49,193,57337,0.464,0.004,12.225,10.745,cerah kering
47208,31.21,51,36.73,148,51588,0.393,0.007,12.478,11.768,cerah kering
47209,32.27,59,34.5,143,46417,0.461,0.009,11.617,10.829,cerah kering
47210,31.03,55,34.39,178,55850,0.465,0.004,12.657,10.556,cerah kering
47211,31.64,50,36.21,120,47906,0.412,0.009,12.05,11.395,cerah kering
47212,30.51,53,37.41,154,50619,0.467,0.006,12.374,10.435,cerah kering
47213,32.13,60,35.53,150,45383,0.439,0.004,12.063,11.664,cerah kering
47214,32.2,51,34.9,110,51817,0.44,0.01,11.389,11.696,cerah kering
47215,30.97,51,33.03,131,56845,0.466,0.004,11.28,11.06,cerah kering
47216,32.1,53,33.07,179,49915,0.397,0.007,11.815,10.182,cerah kering
47217,30.61,56,33.73,155,53842,0.484,0.005,11.639,11.54,cerah kering
47218,32.21,60,37.08,128,60736,0.482,0.009,12.769,10.691,cerah kering
47219,32.24,54,34.22,182,61751,0.393,0.006,11.549,10.862,cerah kering
47220,30.89,53,34.9,106,46743,0.455,0.005,12.232,10.207,cerah kering
47221,30.99,60,35.81,178,56587,0.489,0.004,11.891,10.218,cerah kering
47222,31.06,51,34.8,154,50495,0.473,0.008,11.304,11.108,cerah kering
47223,30.48,56,34.61,112,49244,0.409,0.004,11.779,11.084,cerah kering
47224,31.52,54,33.63,149,60253,0.418,0.007,11.385,11.135,cerah kering
47225,31.36,60,36.41,175,45399,0.419,0.01,12.742,10.723,cerah kering
47226,31.06,55,35.63,132,59987,0.396,0.006,12.087,10.181,cerah kering
47227,30.34,58,35.52,190,56148,0.482,0.005,12.007,11.149,cerah kering
47228,32.08,54,36.31,135,53273,0.42,0.008,11.938,10.651,cerah kering
47229,31.38,50,36.47,161,59997,0.422,0.01,11.568,11.502,cerah kering
47230,31.37,51,34.26,127,51169,0.44,0.008,12.392,10.264,cerah kering
47231,30.2,54,37.22,177,61062,0.484,0.004,12.209,11.303,cerah kering
47232,31.76,57,35.71,147,57498,0.458,0.01,11.313,11.18,cerah kering
47233,30.46,53,34.29,132,46390,0.442,0.01,12.44,11.267,cerah kering
47234,30.85,56,35.81,150,49004,0.484,0.009,11.9,11.596,cerah kering
47235,32.08,54,33.44,167,46779,0.446,0.007,11.661,10.213,cerah kering
